Nome,Tipologia,Denominazione,Descrizione,Valore minimo,Valore massimo,Materia prima,Regione,Province,Città
Vino 'Valle Belice' Novello,"vino 'Novello ', vino 'Novello'",IGT vino 'Valle Belice',Vitigno 'Uno O Più Vitigni A Bacca Nera Ammessi E Classificati Per La Regione',,,Vitigno 'Uno O Più Vitigni A Bacca Nera Ammessi E Classificati Per La Regione',Sicilia,"Provincia di Agrigento, Provincia di Palermo, Provincia di Agrigento, Provincia di Agrigento","Menfi, Montevago, Santa Margherita di Belice, Contessa Entellina"
"Vino 'Valle Belice' Rosso, varietà due vitigni a bacca nera ammessi e classificati per la Regione'",vino 'Rosso',IGT vino 'Valle Belice',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Un Vitigno A Bacca Nera Ammesso E Classificato Per La Regione': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Un Vitigno A Bacca Nera Ammesso E Classificato Per La Regione'",Sicilia,"Provincia di Agrigento, Provincia di Palermo, Provincia di Agrigento, Provincia di Agrigento","Menfi, Montevago, Santa Margherita di Belice, Contessa Entellina"
"Vino 'Valle Belice' Rosso, varietà vitigno a bacca nera ammesso e classificato per la Regione'",vino 'Rosso',IGT vino 'Valle Belice',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Un Vitigno A Bacca Nera Ammesso E Classificato Per La Regione': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Un Vitigno A Bacca Nera Ammesso E Classificato Per La Regione'",Sicilia,"Provincia di Agrigento, Provincia di Palermo, Provincia di Agrigento, Provincia di Agrigento","Menfi, Montevago, Santa Margherita di Belice, Contessa Entellina"
Vino 'Valle d'Aosta o Vallée d'Aoste' Rosso O Rouge,vino 'Rosso O Rouge',DOC vino 'Valle d'Aosta o Vallée d'Aoste',Vitigno 'Varietà A Bacca Rossa': 100%,,,Vitigno 'Varietà A Bacca Rossa',Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Rosso, varietà Syrah'",vino 'Rosso',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Syrah': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Syrah'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Rosso, varietà Gamay'",vino 'Rosso',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Gamay': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Gamay'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Bianco Vendemmia Tardiva, varietà Müller Thurgau'","vino 'Bianco Vendemmia Tardiva', vino 'Bianco Vendemmia Tardiva:'",DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 15%, Vitigno 'Muller Thurgau': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Muller Thurgau', Vitigno 'MüLler Thurgau'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
Vino 'Valle d'Aosta o Vallée d'Aoste' Passito O Fletrì,vino 'Passito O Fletrì',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Varietà A Bacca Bianca': 100%, Vitigno 'Varietà A Bacca Rosata': 100%",,,"Vitigno 'Varietà A Bacca Bianca', Vitigno 'Varietà A Bacca Rosata'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Rosso, varietà Nebbiolo'",vino 'Rosso',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Nebbiolo': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Nebbiolo'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
Vino 'Valle d'Aosta o Vallée d'Aoste' Novello O Nouveau,vino 'Novello O Nouveau',DOC vino 'Valle d'Aosta o Vallée d'Aoste',Vitigno 'Varietà A Bacca Rossa': 100%,,,Vitigno 'Varietà A Bacca Rossa',Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Bianco, varietà Moscato bianco o Muscat petit grain'",vino 'Bianco',DOC vino 'Valle d'Aosta o Vallée d'Aoste',Vitigno 'Moscato Bianco O Muscat Petit Grain': minimo (>=) 85% - massimo (<=) 15%,85%,15%,Vitigno 'Moscato Bianco O Muscat Petit Grain',Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Bianco, varietà Pinot bianco'",vino 'Bianco',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 15%, Vitigno 'Pinot Bianco O Pinot Blanc': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Pinot Bianco O Pinot Blanc'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Bianco Passito, varietà Traminer aromatico o Gewüztraminer flétri'",vino 'Bianco Passito',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 15%, Vitigno 'Traminer Aromatico O GewüRztraminer': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Traminer Aromatico O GewüRztraminer'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Rosso, varietà Vuillermin'",vino 'Rosso',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Vuillermin': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Vuillermin'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Bianco Vendemmia Tardiva, varietà Moscato bianco o Muscat petit grain'","vino 'Bianco Vendemmia Tardiva', vino 'Bianco Vendemmia Tardiva:'",DOC vino 'Valle d'Aosta o Vallée d'Aoste',Vitigno 'Moscato Bianco O Muscat Petit Grain': minimo (>=) 85% - massimo (<=) 15%,85%,15%,Vitigno 'Moscato Bianco O Muscat Petit Grain',Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Bianco, varietà Pinot grigio o Pinot gris'",vino 'Bianco',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 15%, Vitigno 'Pinot Grigio O Pinot Gris': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Pinot Grigio O Pinot Gris'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Rosso, varietà Gamay nero e Pinot nero o Pinot noir'",vino 'Rosso',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Gamay Pinot Nero O Pinot Noir': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Gamay Pinot Nero O Pinot Noir'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Rosso, varietà Fumin'",vino 'Rosso',DOC vino 'Valle d'Aosta o Vallée d'Aoste',Vitigno 'Fumin': minimo (>=) 85% - massimo (<=) 15%,85%,15%,Vitigno 'Fumin',Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Bianco, varietà Müller Thurgau'",vino 'Bianco',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 15%, Vitigno 'Muller Thurgau': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Muller Thurgau', Vitigno 'MüLler Thurgau'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Bianco, varietà Chardonnay'",vino 'Bianco',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 15%, Vitigno 'Chardonnay': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Chardonnay'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Bianco Vendemmia Tardiva, varietà Traminer aromatico o Gewürztraminer'","vino 'Bianco Vendemmia Tardiva', vino 'Bianco Vendemmia Tardiva:'",DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 15%, Vitigno 'Traminer Aromatico O GewüRztraminer': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Traminer Aromatico O GewüRztraminer'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Bianco, varietà Traminer aromatico o Gewürztraminer'",vino 'Bianco',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 15%, Vitigno 'Traminer Aromatico O GewüRztraminer': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Traminer Aromatico O GewüRztraminer'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Rosso, varietà Merlot'",vino 'Rosso',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Merlot': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Merlot'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Rosso, varietà Petit rouge'",vino 'Rosso',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Petit Rouge': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Petit Rouge'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
Vino 'Valle d'Aosta o Vallée d'Aoste' Bianco O Blanc,vino 'Bianco O Blanc',DOC vino 'Valle d'Aosta o Vallée d'Aoste',Vitigno 'Varietà A Bacca Bianca': 100%,,,Vitigno 'Varietà A Bacca Bianca',Valle d'Aosta,Provincia di Agrigento,Aosta Valley
Vino 'Valle d'Aosta o Vallée d'Aoste' Rosato O Rosé,"vino 'Rosato O Rosè', vino 'Rosato O Rosé'",DOC vino 'Valle d'Aosta o Vallée d'Aoste',Vitigno 'Varietà A Bacca Rossa': 100%,,,Vitigno 'Varietà A Bacca Rossa',Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Rosso, varietà Gamaret'",vino 'Rosso',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Gamaret': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Gamaret'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Bianco, varietà Petite Arvine'",vino 'Bianco',DOC vino 'Valle d'Aosta o Vallée d'Aoste',Vitigno 'Petite Arvine': minimo (>=) 85% - massimo (<=) 15%,85%,15%,Vitigno 'Petite Arvine',Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Bianco, varietà Pinot grigio o Pinot gris vendemmia tardiva'",vino 'Bianco',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 15%, Vitigno 'Pinot Grigio O Pinot Gris': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Pinot Grigio O Pinot Gris'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Rosato, varietà Cornallin'",vino 'Rosato',DOC vino 'Valle d'Aosta o Vallée d'Aoste',Vitigno 'Cornallin': minimo (>=) 85% - massimo (<=) 15%,85%,15%,Vitigno 'Cornallin',Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Bianco Passito, varietà Moscato bianco o Muscat petit grain flétri'",vino 'Bianco Passito',DOC vino 'Valle d'Aosta o Vallée d'Aoste',Vitigno 'Moscato Bianco O Muscat Petit Grain': minimo (>=) 85% - massimo (<=) 15%,85%,15%,Vitigno 'Moscato Bianco O Muscat Petit Grain',Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Rosso, varietà Prëmetta'",vino 'Rosso',DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 15%, Vitigno 'Priè Rouge': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Priè Rouge'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Bianco Vendemmia Tardiva, varietà Chardonnay'","vino 'Bianco Vendemmia Tardiva', vino 'Bianco Vendemmia Tardiva:'",DOC vino 'Valle d'Aosta o Vallée d'Aoste',"Vitigno 'Altre Varietà A Bacca Bianca': massimo (<=) 15%, Vitigno 'Chardonnay': minimo (>=) 85%",85%,15%,"Vitigno 'Altre Varietà A Bacca Bianca', Vitigno 'Chardonnay'",Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Bianco Vendemmia Tardiva, varietà Petite Arvine'","vino 'Bianco Vendemmia Tardiva', vino 'Bianco Vendemmia Tardiva:'",DOC vino 'Valle d'Aosta o Vallée d'Aoste',Vitigno 'Petite Arvine': minimo (>=) 85% - massimo (<=) 15%,85%,15%,Vitigno 'Petite Arvine',Valle d'Aosta,Provincia di Agrigento,Aosta Valley
"Vino 'Valle d'Aosta o Vallée d'Aoste' Rosato, varietà Mayolet'",vino 'Rosato',DOC vino 'Valle d'Aosta o Vallée d'Aoste',Vitigno 'Mayolet': minimo (>=) 85% - massimo (<=) 15%,85%,15%,Vitigno 'Mayolet',Valle d'Aosta,Provincia di Agrigento,Aosta Valley
Vino 'Valle d'Aosta o Vallée d'Aoste Arnad-Montjovet' Rosso,vino 'Rosso',DOC vino 'Valle d'Aosta o Vallée d'Aoste Arnad-Montjovet',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 30%, Vitigno 'Nebbiolo': minimo (>=) 70%",70%,30%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Nebbiolo'",Valle d'Aosta,Provincia di Agrigento,"Arnad, Challand-Saint-Victor, Champdepraz, H%C3%B4ne, Issogne, Montjovet, Terres"
Vino 'Valle d'Aosta o Vallée d'Aoste Blanc de Morgex et de La Salle' Bianco Vendemmia Tardiva,"vino 'Bianco Vendemmia Tardiva', vino 'Bianco Vendemmia Tardiva:'",DOC vino 'Valle d'Aosta o Vallée d'Aoste Blanc de Morgex et de La Salle',Vitigno 'Prié Blanc': 100%,,,Vitigno 'Prié Blanc',Valle d'Aosta,Provincia di Agrigento,Morgex
Vino 'Valle d'Aosta o Vallée d'Aoste Blanc de Morgex et de La Salle' Bianco,vino 'Bianco',DOC vino 'Valle d'Aosta o Vallée d'Aoste Blanc de Morgex et de La Salle',Vitigno 'Prié Blanc': 100%,,,Vitigno 'Prié Blanc',Valle d'Aosta,Provincia di Agrigento,Morgex
Vino 'Valle d'Aosta o Vallée d'Aoste Chambave' Rosso,vino 'Rosso',DOC vino 'Valle d'Aosta o Vallée d'Aoste Chambave',"Vitigno 'Altre Varietà A Bacca Nera': massimo (<=) 30%, Vitigno 'Petit Rouge': minimo (>=) 70%",70%,30%,"Vitigno 'Altre Varietà A Bacca Nera', Vitigno 'Petit Rouge'",Valle d'Aosta,Provincia di Agrigento,"Ch%C3%A2tillon, Aosta Valley, Chambave, Montjovet, Pontey, Saint-Denis, Aosta Valley, Saint-Vincent, Aosta Valley, Verrayes"
Vino 'Valle d'Aosta o Vallée d'Aoste Chambave' Chambave Moscato Passito O Muscat FléTri,vino 'Chambave Moscato Passito O Muscat FléTri',DOC vino 'Valle d'Aosta o Vallée d'Aoste Chambave',Vitigno 'Moscato Bianco': 100%,,,Vitigno 'Moscato Bianco',Valle d'Aosta,Provincia di Agrigento,"Ch%C3%A2tillon, Aosta Valley, Chambave, Montjovet, Pontey, Saint-Denis, Aosta Valley, Saint-Vincent, Aosta Valley, Verrayes"
